"","V1","V2","V3","V4","V5","V6"
"2012",932,0,0,214,0,0
"2013",991,0,0,880,0,0
"2014",999,21,0,92,0,0
"2015",1000,266,0,1000,299,0
"2016",1000,1000,891,990,0,0
"2017",1000,685,0,1000,985,0
"2018",999,658,0,1000,777,0
"2019",1000,1000,971,1000,709,0
"2020",1000,1000,1000,1000,976,0
