"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2009",0,0,0,999,0,0,894,0,0
"2010",0,0,0,770,0,0,983,401,0
"2011",0,0,0,0,0,0,0,0,0
"2012",0,0,0,0,0,0,0,0,0
"2013",0,0,0,0,0,0,0,0,0
"2014",0,0,0,135,0,0,957,0,0
"2015",0,0,0,1000,34,0,663,0,0
"2016",1000,0,0,966,697,0,962,768,0
"2017",119,0,0,993,0,0,966,0,0
"2018",1000,0,0,1000,999,0,999,988,52
"2019",0,0,0,963,0,0,985,16,0
"2020",1000,1000,1000,1000,1000,998,1000,1000,926
