"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2012",0,0,0,971,0,0,384,0,0
"2013",0,0,0,429,0,0,0,0,0
"2014",0,0,0,880,0,0,0,0,0
"2015",1000,0,0,934,14,0,991,0,0
"2016",0,0,0,1000,871,0,989,253,0
"2017",0,0,0,907,0,0,0,0,0
"2018",0,0,0,955,0,0,0,0,0
"2019",0,0,0,958,0,0,535,0,0
"2020",1000,1000,121,1000,1000,1000,973,605,59
