"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2009",0,0,0,998,0,0,998,0,0
"2010",0,0,0,876,0,0,991,537,0
"2011",0,0,0,947,0,0,0,0,0
"2012",0,0,0,998,0,0,988,133,0
"2013",0,0,0,986,0,0,460,0,0
"2014",0,0,0,0,0,0,744,0,0
"2015",0,0,0,995,0,0,568,0,0
"2016",894,0,0,931,211,0,965,718,0
"2017",0,0,0,914,0,0,931,0,0
"2018",0,0,0,1000,0,0,990,943,0
"2019",0,0,0,254,0,0,954,0,0
"2020",1000,1000,1000,1000,1000,957,1000,999,959
