"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2012",0,0,0,0,0,0,0,0,0
"2013",0,0,0,0,0,0,0,0,0
"2014",0,0,0,940,0,0,0,0,0
"2015",1000,824,0,958,484,0,993,0,0
"2016",777,0,0,1000,975,0,987,251,0
"2017",0,0,0,998,0,0,0,0,0
"2018",1000,0,0,999,864,0,0,0,0
"2019",0,0,0,1000,59,0,636,109,0
"2020",1000,1000,1000,1000,1000,1000,958,477,52
