"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2015",0,0,0,1000,568,0,763,0,0
"2016",1000,0,0,993,900,0,996,922,98
"2017",1000,0,0,980,32,0,994,2,0
"2018",1000,0,0,1000,998,0,998,988,42
"2019",999,0,0,1000,14,0,990,197,0
"2020",1000,1000,1000,1000,1000,998,1000,999,974
