"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2015",0,0,0,373,0,0,767,0,0
"2016",1000,1000,1000,1000,690,0,989,388,0
"2017",1000,986,0,826,0,0,709,0,0
"2018",0,0,0,2,0,0,38,0,0
"2019",0,0,0,637,0,0,979,0,0
"2020",1000,1000,1000,1000,1000,469,983,47,0
