"","V1","V2","V3","V4","V5","V6"
"2015",999,0,0,996,0,0
"2016",1000,1000,999,1000,946,0
"2017",1000,999,73,1000,992,9
"2018",1000,1000,1000,1000,1000,977
"2019",1000,1000,902,1000,1000,0
"2020",1000,1000,1000,1000,1000,1000
