"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2006",0,0,0,0,0,0,0,0,0
"2007",0,0,0,483,0,0,969,10,0
"2008",0,0,0,0,0,0,0,0,0
"2009",0,0,0,998,0,0,995,0,0
"2010",0,0,0,783,0,0,983,426,0
"2011",0,0,0,620,0,0,0,0,0
"2012",0,0,0,983,0,0,995,8,0
"2013",0,0,0,799,0,0,133,0,0
"2014",0,0,0,0,0,0,331,0,0
"2015",0,0,0,969,0,0,379,0,0
"2016",0,0,0,935,10,0,962,629,0
"2017",0,0,0,538,0,0,829,0,0
"2018",0,0,0,984,0,0,998,808,0
"2019",0,0,0,6,0,0,932,0,0
"2020",1000,1000,327,1000,986,937,1000,999,948
