"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2012",0,0,0,0,0,0,0,0,0
"2013",0,0,0,0,0,0,0,0,0
"2014",0,0,0,0,0,0,0,0,0
"2015",0,0,0,0,0,0,0,0,0
"2016",0,0,0,0,0,0,0,0,0
"2017",0,0,0,0,0,0,0,0,0
"2018",0,0,0,0,0,0,0,0,0
"2019",0,0,0,0,0,0,0,0,0
"2020",1000,1000,969,909,0,0,45,0,0
