"","V1","V2","V3","V4","V5","V6"
"2012",0,0,0,0,0,0
"2013",0,0,0,0,0,0
"2014",0,0,0,0,0,0
"2015",0,0,0,0,0,0
"2016",0,0,0,0,0,0
"2017",0,0,0,1000,999,0
"2018",0,0,0,59,0,0
"2019",997,0,0,0,0,0
"2020",995,0,0,1000,1000,641
