"","V1","V2","V3","V4","V5","V6"
"2012",497,0,0,57,0,0
"2013",678,0,0,784,0,0
"2014",978,0,0,0,0,0
"2015",996,0,0,996,0,0
"2016",1000,1000,545,945,0,0
"2017",1000,491,0,1000,700,0
"2018",995,539,0,1000,499,0
"2019",1000,1000,658,974,0,0
"2020",1000,1000,1000,1000,964,0
