"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2012",0,0,0,958,0,0,328,0,0
"2013",0,0,0,37,0,0,0,0,0
"2014",0,0,0,508,0,0,0,0,0
"2015",1000,0,0,866,0,0,971,0,0
"2016",0,0,0,1000,599,0,977,98,0
"2017",0,0,0,454,0,0,0,0,0
"2018",0,0,0,915,0,0,0,0,0
"2019",0,0,0,807,0,0,504,0,0
"2020",1000,1000,0,1000,1000,999,935,574,43
