"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2012",0,0,0,1000,32,0,992,473,0
"2013",0,0,0,980,0,0,628,0,0
"2014",0,0,0,470,0,0,968,0,0
"2015",0,0,0,1000,149,0,681,0,0
"2016",1000,0,0,988,824,0,987,877,8
"2017",973,0,0,997,0,0,970,1,0
"2018",1,0,0,1000,826,0,997,985,2
"2019",0,0,0,888,0,0,970,8,0
"2020",1000,1000,1000,1000,1000,998,1000,1000,926
