"","V1","V2","V3","V4","V5","V6"
"2012",0,0,0,0,0,0
"2013",0,0,0,0,0,0
"2014",946,0,0,0,0,0
"2015",0,0,0,0,0,0
"2016",1000,868,0,1000,983,0
"2017",0,0,0,0,0,0
"2018",1000,494,0,1000,1000,0
"2019",0,0,0,0,0,0
"2020",1000,422,0,1000,1000,1000
