"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2012",0,0,0,0,0,0,0,0,0
"2013",0,0,0,0,0,0,0,0,0
"2014",0,0,0,0,0,0,769,0,0
"2015",0,0,0,0,0,0,0,0,0
"2016",1000,0,0,1000,948,0,997,31,0
"2017",0,0,0,0,0,0,0,0,0
"2018",0,0,0,985,0,0,602,0,0
"2019",0,0,0,0,0,0,818,0,0
"2020",1000,1000,0,1000,1000,982,908,0,0
