"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"2012",0,0,0,0,0,0,0,0,0
"2013",0,0,0,0,0,0,0,0,0
"2014",0,0,0,993,0,0,924,0,0
"2015",0,0,0,1000,930,0,909,0,0
"2016",1000,0,0,993,900,0,996,922,90
"2017",1000,0,0,984,65,0,993,4,0
"2018",1000,0,0,1000,1000,71,1000,993,198
"2019",1000,0,0,1000,401,0,990,356,0
"2020",1000,1000,1000,1000,1000,999,1000,999,986
